loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
4800.0, 36 months,11.14,157.47,B,B2,Texas A&M University,6 years,MORTGAGE,75000.0,Source Verified,Jul-2012,Fully Paid,credit_card,Credit Card Payoff,15.67,Mar-2006,18.0,0.0,19622.0,57.9,25.0,f,INDIVIDUAL,3.0,0.0,"633 Connor Gardens Suite 428
Kathyside, ND 00813"
24375.0, 60 months,21.0,659.43,E,E1,Material Planner,10+ years,MORTGAGE,54826.0,Verified,Nov-2013,Fully Paid,debt_consolidation,Debt Loan,33.8,May-1998,6.0,0.0,10996.0,81.5,16.0,f,INDIVIDUAL,0.0,0.0,"961 Theresa Forest Apt. 144
Wilsonfurt, PA 00813"
31000.0, 60 months,18.49,795.49,D,D5,Account Manager,5 years,RENT,70000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.11,Mar-2005,7.0,0.0,29655.0,96.0,9.0,w,INDIVIDUAL,0.0,0.0,"924 David River Suite 901
Greenfurt, ID 29597"
15000.0, 36 months,18.25,544.17,D,D3,Untied Technologies Corp/Pratt & Whitney,10+ years,MORTGAGE,140000.0,Source Verified,May-2012,Fully Paid,wedding,Wedding,19.53,Oct-1977,13.0,0.0,42453.0,97.1,41.0,f,INDIVIDUAL,5.0,0.0,"PSC 6006, Box 4688
APO AP 48052"
8400.0, 36 months,13.33,284.37,C,C3,SOCIAL WORKER,10+ years,RENT,40000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,16.35,Mar-1996,9.0,1.0,4820.0,69.0,27.0,f,INDIVIDUAL,0.0,1.0,"15357 Kathy Station
South Andreamouth, WV 29597"
9000.0, 36 months,11.47,296.66,B,B5,sr. dispatcher,10+ years,OWN,81918.0,Verified,Feb-2016,Fully Paid,debt_consolidation,Debt consolidation,18.91,Oct-2003,9.0,0.0,2019.0,47.0,14.0,w,INDIVIDUAL,2.0,0.0,"8077 Walter Plains
Brenthaven, TX 22690"
8000.0, 36 months,9.71,257.05,B,B1,Franklin Resources,6 years,RENT,200000.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,Debt consolidation,1.64,Nov-2008,3.0,0.0,3955.0,27.5,5.0,f,INDIVIDUAL,0.0,0.0,"3361 Rocha Circles Suite 079
North Tyler, AL 05113"
15500.0, 36 months,10.16,501.31,B,B1,IM flash,1 year,MORTGAGE,50000.0,Verified,Feb-2013,Fully Paid,home_improvement,MyLoan,10.86,Sep-2001,9.0,0.0,8588.0,72.2,27.0,f,INDIVIDUAL,1.0,0.0,"731 Mitchell Flats Apt. 824
Nicholsmouth, MD 05113"
1600.0, 36 months,9.76,51.45,B,B3,Underwriting Consultant,2 years,RENT,103000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,12.02,Jan-1998,7.0,0.0,14867.0,86.9,19.0,w,INDIVIDUAL,1.0,0.0,"Unit 2808 Box 8106
DPO AA 30723"
8000.0, 36 months,12.69,268.36,C,C2,Research Scientist,< 1 year,RENT,45000.0,Source Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,20.53,Nov-2007,6.0,0.0,5844.0,50.8,10.0,f,INDIVIDUAL,0.0,0.0,"PSC 1500, Box 2544
APO AE 70466"
11300.0, 36 months,13.66,384.35,C,C3,Accounting Manager,1 year,MORTGAGE,50000.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,11.19,Nov-2005,20.0,0.0,6572.0,67.8,34.0,f,INDIVIDUAL,1.0,0.0,"3204 Simpson Square Apt. 311
North John, TX 22690"
10625.0, 60 months,17.76,268.42,D,D1,Bakery manager,7 years,MORTGAGE,32000.0,Verified,Oct-2013,Charged Off,debt_consolidation,Consolidating,24.98,Jun-2003,14.0,0.0,12045.0,27.9,14.0,f,INDIVIDUAL,0.0,0.0,"9837 May Rapids Suite 297
Port Ronald, MS 30723"
25000.0, 60 months,15.31,598.83,C,C2,Government Employee,10+ years,MORTGAGE,77000.0,Verified,May-2013,Fully Paid,debt_consolidation,Debt Consolidation,11.57,Apr-1999,12.0,0.0,20300.0,42.9,38.0,w,INDIVIDUAL,4.0,0.0,"260 Joseph Union
West Kevin, NE 29597"
7200.0, 36 months,10.74,234.84,B,B2,city of detroit,10+ years,RENT,69000.0,Verified,Jun-2012,Fully Paid,debt_consolidation,debt consolidation ,22.37,Jul-1993,9.0,0.0,24857.0,80.2,11.0,f,INDIVIDUAL,0.0,0.0,"67062 Russell Meadow
South Cynthiafort, RI 48052"
13000.0, 60 months,14.31,304.59,C,C4,Asst.  Mgr,10+ years,RENT,51000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,13.13,Sep-1984,10.0,1.0,2789.0,14.1,36.0,w,INDIVIDUAL,1.0,1.0,"89774 Huynh Corner
West Joseph, DC 30723"
11000.0, 36 months,11.14,360.86,B,B2,Synchrony,9 years,MORTGAGE,53000.0,Not Verified,Jun-2013,Fully Paid,credit_card,lets get out of debt!,21.55,Nov-2003,11.0,0.0,21054.0,52.2,18.0,f,INDIVIDUAL,0.0,0.0,"86477 Armstrong Vista
Jordanmouth, DE 00813"
2500.0, 36 months,12.53,83.67,B,B5,,< 1 year,RENT,17352.0,Not Verified,Oct-2009,Fully Paid,other,Gina,16.32,Oct-1989,4.0,0.0,1245.0,31.1,21.0,f,INDIVIDUAL,,0.0,"6250 Coleman Islands Apt. 792
North Sherri, OR 70466"
5275.0, 36 months,12.99,177.72,C,C1,Teacher Assistant,< 1 year,RENT,12000.0,Source Verified,Oct-2014,Fully Paid,major_purchase,Major purchase,7.3,May-2000,12.0,0.0,1432.0,3.5,24.0,w,INDIVIDUAL,0.0,0.0,"400 Snow Cape Apt. 928
West Johnstad, SD 05113"
7000.0, 36 months,12.99,235.83,B,B4,Teacher,10+ years,MORTGAGE,61000.0,Verified,Oct-2013,Fully Paid,credit_card,Credit Card Consolidation,28.64,Feb-1991,2.0,0.0,0.0,,32.0,f,INDIVIDUAL,5.0,0.0,"826 Glover Spring Suite 979
North Amandashire, MO 70466"
3200.0, 36 months,16.29,112.97,D,D1,Lighting Designer ,4 years,RENT,61000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,15.94,Apr-2003,5.0,0.0,7974.0,84.8,6.0,w,INDIVIDUAL,0.0,0.0,"3853 Mitchell Way
Thomasstad, GA 00813"
25000.0, 60 months,8.19,509.19,A,A5,Manager,4 years,MORTGAGE,113000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,22.73,Sep-1995,22.0,0.0,27726.0,31.3,51.0,w,INDIVIDUAL,2.0,0.0,"Unit 3317 Box 3984
DPO AE 29597"
8500.0, 60 months,21.6,232.84,E,E3,wells fargo ,10+ years,MORTGAGE,41000.0,Verified,Jul-2013,Fully Paid,debt_consolidation,deb,10.86,Aug-1994,9.0,0.0,7906.0,73.9,22.0,f,INDIVIDUAL,3.0,0.0,"354 Miller Light
South Jessicachester, ID 00813"
7000.0, 36 months,7.9,219.04,A,A4,Project Manager,2 years,RENT,80000.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,Debt Consolidation,11.37,Sep-2003,16.0,0.0,6338.0,22.6,27.0,f,INDIVIDUAL,0.0,0.0,"8971 Wanda Corners Suite 196
West Jenna, AK 29597"
10425.0, 36 months,14.49,358.79,C,C4,selector,1 year,RENT,25000.0,Not Verified,Jun-2014,Fully Paid,car,Car financing,26.64,Aug-2005,8.0,0.0,11186.0,41.3,15.0,f,INDIVIDUAL,0.0,0.0,"USNV Gomez
FPO AE 29597"
7000.0, 60 months,18.67,180.32,F,F2,gmbh trierer,2 years,RENT,50000.0,Not Verified,Jun-2010,Fully Paid,debt_consolidation,jamal's loan,3.22,Nov-2006,4.0,0.0,5297.0,80.3,6.0,f,INDIVIDUAL,,0.0,"319 West Harbor Suite 820
Lake Lindsey, CT 22690"
3000.0, 36 months,10.99,98.21,B,B4,Preschool teacher ,9 years,RENT,10000.0,Not Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,19.69,Jul-1999,6.0,1.0,1974.0,37.0,20.0,w,INDIVIDUAL,1.0,1.0,"2425 Rebecca Pike Apt. 724
Michelleshire, FL 70466"
6000.0, 36 months,10.99,196.41,B,B3,Part and Service Director,10+ years,MORTGAGE,165000.0,Not Verified,Sep-2014,Fully Paid,home_improvement,Home improvement,6.61,Aug-2000,14.0,0.0,15068.0,58.6,44.0,f,INDIVIDUAL,3.0,0.0,"4935 Michael Extensions Apt. 169
Carrberg, AR 70466"
3025.0, 36 months,10.99,99.03,B,B4,Project Manager,9 years,RENT,69000.0,Source Verified,Aug-2016,Fully Paid,other,Other,32.66,Jul-2007,19.0,1.0,14171.0,44.8,28.0,w,INDIVIDUAL,0.0,0.0,"63937 Natalie Locks Suite 355
Christineland, MD 30723"
19200.0, 60 months,18.25,490.17,D,D5,Mission Hospital ,2 years,RENT,75000.0,Source Verified,Oct-2011,Charged Off,debt_consolidation,kelly,21.92,Jun-1999,10.0,0.0,20129.0,94.6,39.0,f,INDIVIDUAL,,0.0,"639 Daniel Spur
North Virginiaburgh, ID 70466"
8000.0, 36 months,10.15,258.71,B,B2,,,MORTGAGE,36000.0,Verified,Jul-2014,Fully Paid,credit_card,Credit card refinancing,13.3,Jun-1995,5.0,3.0,6582.0,67.9,25.0,f,INDIVIDUAL,2.0,0.0,"19814 Watson Mountains
Pricemouth, SD 05113"
15000.0, 36 months,11.53,494.86,B,B5,customer service rep,10+ years,MORTGAGE,65000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,15.53,Jul-2000,13.0,0.0,11763.0,51.8,22.0,f,INDIVIDUAL,3.0,0.0,"1172 Robert Estates Apt. 027
Stevenville, WV 70466"
4000.0, 36 months,14.49,137.67,C,C4,Associate Planner,5 years,RENT,48000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,1.25,May-2007,3.0,1.0,2072.0,40.6,9.0,f,INDIVIDUAL,0.0,0.0,"5017 Keith Wells
New Williamport, KS 00813"
29900.0, 60 months,17.86,756.99,D,D5,Registered Nurse ,8 years,MORTGAGE,65000.0,Not Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,34.51,Mar-2003,14.0,0.0,38389.0,62.1,27.0,w,INDIVIDUAL,1.0,0.0,"4048 Ryan Centers Apt. 183
Campbellborough, CO 29597"
9000.0, 36 months,7.69,280.75,A,A4,Asst. Technology Manager,7 years,MORTGAGE,69000.0,Not Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,14.35,Oct-1994,8.0,0.0,4995.0,24.5,30.0,f,INDIVIDUAL,0.0,0.0,"18734 Frank Street Apt. 605
West Johnstad, MT 48052"
2400.0, 36 months,7.62,74.79,A,A3,AirMar,10+ years,OWN,25500.0,Not Verified,Aug-2012,Fully Paid,other,Help Out,24.24,Dec-2002,14.0,0.0,0.0,0.0,38.0,f,INDIVIDUAL,0.0,0.0,"10145 Gina Rest
Jamietown, WY 29597"
6000.0, 36 months,9.17,191.28,B,B2,Escrow,7 years,MORTGAGE,62000.0,Not Verified,Nov-2015,Fully Paid,credit_card,Credit card refinancing,38.44,Sep-1994,19.0,0.0,20303.0,73.6,32.0,w,INDIVIDUAL,4.0,0.0,"5218 Obrien Trail
Carterview, NC 29597"
21000.0, 60 months,16.29,513.93,D,D2,Claims Supervisor,10+ years,RENT,79000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,18.03,Jun-1992,15.0,1.0,28007.0,51.1,26.0,f,INDIVIDUAL,0.0,0.0,"Unit 9063 Box 1779
DPO AA 48052"
8325.0, 36 months,12.12,276.99,B,B3,DA VINCI ACADEMY,2 years,RENT,24000.0,Verified,Feb-2013,Fully Paid,debt_consolidation,Debt consolidation,32.0,May-2006,8.0,0.0,11014.0,66.8,12.0,f,INDIVIDUAL,0.0,0.0,"05040 Fowler Center Suite 651
Lake Richardton, PA 48052"
18550.0, 36 months,13.11,626.01,B,B4,reliablechurchill,10+ years,RENT,50500.0,Verified,Feb-2013,Fully Paid,debt_consolidation,bailing me out,31.25,Mar-2000,6.0,0.0,14088.0,80.5,23.0,w,INDIVIDUAL,0.0,0.0,"820 Perez Valley
Dylanmouth, VA 22690"
30000.0, 36 months,8.18,942.59,B,B1,Store Manager,3 years,RENT,117000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,26.32,Oct-1980,13.0,0.0,31098.0,53.5,32.0,w,INDIVIDUAL,8.0,0.0,"47906 Martha Crossroad
North Davidview, NJ 22690"
19125.0, 36 months,18.75,698.64,D,D3,SPLC/ Randstad,< 1 year,MORTGAGE,44000.0,Verified,Nov-2012,Charged Off,debt_consolidation,Debt consolidation,10.02,Jun-2000,9.0,0.0,11315.0,81.4,9.0,w,INDIVIDUAL,0.0,0.0,"7661 Holly Lodge
Pamelaville, WA 30723"
20000.0, 60 months,12.29,447.83,C,C1,Mail Services Clerk,5 years,MORTGAGE,50300.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,4.82,Jul-2001,15.0,1.0,2034.0,10.6,47.0,w,INDIVIDUAL,1.0,1.0,"79122 Jennifer Manors
Port Melissaburgh, KY 22690"
14000.0, 36 months,16.55,496.01,D,D2,Asst. General Manager,1 year,MORTGAGE,105000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,16.64,Apr-1997,15.0,0.0,23572.0,61.2,37.0,f,INDIVIDUAL,4.0,0.0,"PSC 4065, Box 0921
APO AA 48052"
22000.0, 36 months,15.81,771.4,C,C4,Headwaters State Bank,10+ years,MORTGAGE,60000.0,Verified,Jul-2012,Fully Paid,debt_consolidation,Debt consolidation,9.94,Aug-1995,10.0,0.0,16820.0,82.0,40.0,f,INDIVIDUAL,7.0,0.0,"2723 Moore Mews Suite 903
Arthurberg, ID 48052"
7000.0, 36 months,10.99,229.14,B,B4,Ccr,4 years,RENT,20000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,29.05,Dec-2009,7.0,0.0,3805.0,37.3,8.0,w,INDIVIDUAL,0.0,0.0,"1492 Elizabeth River Suite 755
Spencerberg, MS 48052"
16000.0, 60 months,16.99,397.56,D,D3,The Private Bank Service Specialist,4 years,MORTGAGE,60000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,18.78,Oct-2006,8.0,0.0,4559.0,25.9,28.0,w,INDIVIDUAL,2.0,0.0,"USNS Thornton
FPO AE 29597"
21000.0, 36 months,10.75,685.03,B,B2,Fairfield Board of education,10+ years,RENT,84000.0,Verified,Jul-2010,Fully Paid,debt_consolidation,I hate american express,8.04,May-1998,5.0,0.0,0.0,0.0,23.0,f,INDIVIDUAL,,0.0,"1756 Kayla Road Suite 386
Christinaville, CT 22690"
16000.0, 36 months,14.09,547.55,B,B5,Home Depot/ M and R enterprises,10+ years,MORTGAGE,52000.0,Not Verified,Apr-2013,Fully Paid,debt_consolidation,Consolidation,10.55,Mar-1992,9.0,0.0,5724.0,56.7,29.0,w,INDIVIDUAL,4.0,0.0,"61234 Davis Gardens Suite 150
West Joseshire, AK 70466"
9400.0, 36 months,11.53,310.11,B,B5,Therapist,10+ years,MORTGAGE,32000.0,Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,32.71,Mar-1995,13.0,0.0,6098.0,43.2,28.0,w,INDIVIDUAL,4.0,0.0,"25410 Amy Avenue
Lake Kathy, NE 30723"
6000.0, 36 months,12.69,201.27,B,B5,Souther california edison,2 years,MORTGAGE,84000.0,Not Verified,Oct-2011,Fully Paid,major_purchase,Major Purchase Loan,15.54,May-2005,6.0,0.0,2738.0,54.8,14.0,f,INDIVIDUAL,,0.0,"PSC 4983, Box 1473
APO AP 22690"
10000.0, 36 months,13.68,340.23,C,C1,Color Inc/Crabby Jack's General Store,10+ years,MORTGAGE,54000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,zero dept,20.74,Feb-2004,12.0,0.0,12556.0,56.1,16.0,f,INDIVIDUAL,2.0,0.0,"3475 Justin Rapid Suite 859
East Brendaport, ME 70466"
7200.0, 36 months,16.78,255.92,C,C5,Wes State Lands,4 years,RENT,35000.0,Verified,Aug-2013,Charged Off,credit_card,Credit Debit,19.13,Dec-1996,9.0,0.0,18964.0,77.7,16.0,f,INDIVIDUAL,0.0,0.0,"119 Nichols Parks
Gregoryside, SD 22690"
4800.0, 36 months,13.98,164.01,C,C1,account manager,7 years,OWN,57000.0,Not Verified,Dec-2013,Fully Paid,debt_consolidation,pay off,19.05,Mar-2006,12.0,0.0,5797.0,24.5,20.0,f,INDIVIDUAL,0.0,0.0,"47153 Elizabeth Skyway Apt. 319
Peterfort, WY 22690"
2000.0, 36 months,12.99,67.38,C,C1,Administrative / clerical ,8 years,RENT,27000.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,26.04,Nov-2007,8.0,0.0,6609.0,30.7,12.0,f,INDIVIDUAL,0.0,0.0,"715 Caroline Radial
New Paulaburgh, HI 30723"
11200.0, 36 months,14.64,386.29,C,C3,IT Specialist,1 year,RENT,42100.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,20.52,Jan-2000,11.0,1.0,10975.0,57.0,32.0,f,INDIVIDUAL,0.0,0.0,"48012 Lisa Center
Chambersland, NE 22690"
27975.0, 60 months,22.99,788.47,F,F1,CEO,10+ years,MORTGAGE,90000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,21.55,Jan-2002,13.0,0.0,13941.0,54.7,19.0,w,INDIVIDUAL,0.0,0.0,"USNS Wood
FPO AE 48052"
4000.0, 36 months,14.65,137.98,C,C5,contractor,< 1 year,OWN,26572.0,Verified,Sep-2015,Charged Off,car,Car financing,33.33,May-1995,6.0,0.0,12946.0,67.1,12.0,w,INDIVIDUAL,0.0,0.0,"59007 Cox Village
Lake Jamesfurt, NC 48052"
18000.0, 36 months,11.99,597.78,B,B3,Group Leader,10+ years,MORTGAGE,74000.0,Source Verified,Oct-2013,Fully Paid,credit_card,Credit Card Refinance,17.71,Dec-2002,8.0,0.0,15107.0,87.3,24.0,f,INDIVIDUAL,4.0,0.0,"29214 Levine Radial
East Jessica, MT 22690"
6525.0, 36 months,16.59,231.31,D,D1,Driver,10+ years,RENT,41000.0,Source Verified,Mar-2014,Charged Off,debt_consolidation,Debt consolidation,33.34,Dec-1990,12.0,0.0,24445.0,46.1,23.0,w,INDIVIDUAL,2.0,0.0,"Unit 8088 Box 9711
DPO AE 30723"
15300.0, 60 months,23.99,440.07,F,F3,customer support,3 years,RENT,45000.0,Source Verified,Jul-2015,Fully Paid,other,Other,30.35,May-2009,11.0,0.0,8922.0,47.5,13.0,w,INDIVIDUAL,0.0,0.0,"2281 Porter Lake
West Lesliemouth, WV 30723"
28000.0, 60 months,9.17,583.55,B,B2,AM,3 years,MORTGAGE,130000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,5.88,Sep-1993,7.0,0.0,71951.0,31.7,20.0,w,INDIVIDUAL,4.0,0.0,"Unit 3518 Box 4949
DPO AE 70466"
10000.0, 36 months,7.26,309.97,A,A4,Executive Assistant ,9 years,RENT,86000.0,Not Verified,Jul-2015,Fully Paid,credit_card,Credit card refinancing,12.2,Dec-1996,15.0,0.0,8348.0,25.1,26.0,f,INDIVIDUAL,0.0,0.0,"5379 Farmer Drives
West Stephanie, WA 29597"
28000.0, 60 months,25.57,831.23,F,F5,consultant,3 years,MORTGAGE,190000.0,Source Verified,Jun-2014,Charged Off,debt_consolidation,Debt consolidation,9.1,Feb-1999,7.0,0.0,13979.0,49.9,12.0,w,INDIVIDUAL,4.0,0.0,"220 Amanda Extensions Suite 282
Brettbury, TX 30723"
14000.0, 60 months,17.14,349.0,D,D4,MACHINIST,7 years,RENT,45000.0,Source Verified,Jan-2015,Charged Off,debt_consolidation,Debt consolidation,27.81,Apr-2006,8.0,0.0,16012.0,85.6,13.0,w,INDIVIDUAL,0.0,0.0,"139 Fernandez Harbor Suite 474
Lake Cynthiaside, NM 30723"
10500.0, 36 months,13.11,354.35,B,B4,nassau financial fcu,5 years,RENT,42000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,bill consolidation,15.91,Feb-1999,10.0,0.0,9012.0,60.9,11.0,f,INDIVIDUAL,0.0,0.0,"9332 Murphy Light
Aprilborough, WI 00813"
15000.0, 36 months,8.9,476.3,A,A5,manager,9 years,MORTGAGE,80000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,carecreditexit,4.04,Dec-2005,8.0,1.0,8862.0,61.1,12.0,f,INDIVIDUAL,1.0,1.0,"Unit 2525 Box 9902
DPO AE 29597"
21000.0, 36 months,9.16,669.36,B,B2,Pastor,2 years,OWN,50000.0,Not Verified,Feb-2016,Fully Paid,debt_consolidation,Debt consolidation,4.99,Aug-2002,7.0,0.0,12046.0,23.3,21.0,w,INDIVIDUAL,2.0,0.0,"13551 Graham Square Apt. 130
Acevedomouth, NH 00813"
7500.0, 36 months,8.19,235.69,A,A5,Driver,10+ years,MORTGAGE,90000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,10.93,Sep-1998,10.0,1.0,3344.0,13.8,37.0,f,INDIVIDUAL,5.0,1.0,"149 Lopez Forest Suite 738
Shafferview, AK 22690"
12450.0, 36 months,24.5,491.73,F,F3,Direct to consumer manager,2 years,MORTGAGE,45000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,25.08,Jun-1999,11.0,0.0,19246.0,92.5,22.0,w,INDIVIDUAL,1.0,0.0,"64883 Michele Flats
Michaelview, MD 70466"
25000.0, 36 months,17.14,893.07,D,D4,office mgr,10+ years,MORTGAGE,77000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,32.33,Feb-2001,9.0,0.0,11623.0,55.1,35.0,f,INDIVIDUAL,3.0,0.0,"7140 Grant Freeway
Port Brent, RI 30723"
16800.0, 36 months,6.92,518.13,A,A4,Security Officer 2,6 years,RENT,52000.0,Not Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,25.78,Feb-2005,12.0,0.0,14266.0,78.0,36.0,w,INDIVIDUAL,2.0,0.0,"317 Mindy Course
Emilystad, NV 22690"
5000.0, 36 months,6.62,153.52,A,A2,Cheyenne Regional Medical Center,10+ years,MORTGAGE,113000.0,Not Verified,Oct-2012,Fully Paid,medical,Dental,10.76,Aug-1993,11.0,0.0,13019.0,21.9,31.0,f,INDIVIDUAL,3.0,0.0,"28878 Mckinney Loop
South Shannonland, ME 22690"
3000.0, 36 months,7.9,93.88,A,A4,fiore,8 years,MORTGAGE,85000.0,Not Verified,Jun-2012,Fully Paid,debt_consolidation,freedom,6.77,Feb-1978,7.0,0.0,7674.0,55.2,35.0,f,INDIVIDUAL,0.0,0.0,"75210 Mark Forest Suite 401
Ellenmouth, MO 29597"
7200.0, 36 months,10.16,232.87,B,B1,PUSD,3 years,RENT,25000.0,Not Verified,Sep-2012,Fully Paid,debt_consolidation,"say no, to high interest rate!!",26.78,Jul-2007,9.0,0.0,4294.0,34.6,18.0,f,INDIVIDUAL,0.0,0.0,"492 Steele Mall Suite 227
New Troy, RI 05113"
15400.0, 36 months,8.59,486.79,A,A5,Claims Adjuster,8 years,MORTGAGE,58300.0,Not Verified,Oct-2016,Fully Paid,debt_consolidation,Debt consolidation,9.86,Nov-1988,11.0,0.0,2337.0,12.5,26.0,w,INDIVIDUAL,2.0,0.0,"084 Christina Land
Keithview, AR 00813"
18000.0, 60 months,15.95,352.84,D,D4,Veolia Environmental Services,2 years,RENT,45000.0,Verified,Sep-2010,Fully Paid,debt_consolidation,Debt Consolidation,21.23,Sep-2004,5.0,0.0,15018.0,65.0,12.0,f,INDIVIDUAL,,0.0,"061 Huang Drive Apt. 741
Katherineshire, AZ 00813"
11900.0, 60 months,22.15,329.69,E,E5,,,MORTGAGE,35000.0,Verified,Aug-2014,Fully Paid,home_improvement,Home improvement,17.33,Jul-1996,11.0,0.0,10660.0,62.3,19.0,w,INDIVIDUAL,3.0,0.0,"14564 Matthew Extensions Suite 869
Port Jillianport, MA 00813"
4200.0, 36 months,13.98,143.51,C,C3,GRA,10+ years,RENT,32000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,20.33,Mar-2005,5.0,1.0,4681.0,55.0,15.0,w,INDIVIDUAL,2.0,1.0,"24973 Davis Club
West Christopherhaven, IN 30723"
19350.0, 36 months,16.29,683.07,D,D2,Truck driver,1 year,MORTGAGE,60000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,15.94,Dec-1994,16.0,1.0,9327.0,44.8,39.0,f,INDIVIDUAL,7.0,1.0,"272 Brooks Garden
North Jimstad, NM 30723"
26375.0, 36 months,24.99,1048.53,F,F4,mechanic,10+ years,OWN,70000.0,Source Verified,Dec-2013,Charged Off,debt_consolidation,bills consolidation loan,25.8,Oct-2001,12.0,0.0,11367.0,86.1,23.0,f,INDIVIDUAL,0.0,0.0,"606 Anthony Well Suite 323
Burtonfurt, DE 30723"
6250.0, 36 months,24.5,246.85,F,F3,assistant manager,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2013,Fully Paid,home_improvement,leaky fix,18.77,Oct-2001,6.0,0.0,3977.0,84.6,23.0,f,INDIVIDUAL,0.0,0.0,"Unit 9004 Box 6019
DPO AE 70466"
32225.0, 36 months,19.99,1197.44,E,E3,Office Manage/Real Estate Broker,9 years,OWN,65000.0,Verified,Dec-2014,Charged Off,debt_consolidation,Debt consolidation,18.84,Feb-1999,11.0,0.0,41061.0,64.3,22.0,f,INDIVIDUAL,0.0,0.0,"8059 Petersen Court
South Kimberlyberg, MT 86630"
15000.0, 36 months,13.11,506.21,B,B4,Scripps Green Hospital,10+ years,RENT,100000.0,Not Verified,Jun-2013,Charged Off,debt_consolidation,Debt consolidation,11.12,Aug-1992,11.0,0.0,7809.0,64.5,26.0,w,INDIVIDUAL,3.0,0.0,"3942 Brian Overpass
Port Nataliehaven, OH 93700"
18000.0, 60 months,12.99,409.47,B,B4,teacher,10+ years,OWN,42000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,Consolidation,12.46,Jul-1988,9.0,0.0,14478.0,76.2,20.0,f,INDIVIDUAL,2.0,0.0,"138 Wilcox Glens Apt. 656
West Taylorberg, NM 70466"
35000.0, 36 months,13.53,1188.25,B,B5,Sr Mgmt Consultant,< 1 year,MORTGAGE,148000.0,Source Verified,Dec-2013,Fully Paid,credit_card,Credit Home Improvement ,20.31,Oct-1998,6.0,0.0,25096.0,100.4,28.0,f,INDIVIDUAL,4.0,0.0,"33134 Wang Unions
Davidville, DC 22690"
12000.0, 36 months,9.17,382.55,B,B1,acct. specialist,8 years,MORTGAGE,53000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,24.81,Sep-1996,25.0,0.0,7266.0,22.6,37.0,f,INDIVIDUAL,1.0,0.0,"6003 Katie Stravenue
East Jennifer, WI 29597"
16825.0, 60 months,11.14,367.0,B,B2,Apple,2 years,OWN,90000.0,Verified,Apr-2013,Fully Paid,debt_consolidation,Change is Coming,16.58,Mar-2000,11.0,1.0,15732.0,71.9,29.0,f,INDIVIDUAL,3.0,0.0,"89111 Marcus Mountains Suite 908
Averymouth, GA 00813"
